fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
0,0.9,0.725358308,-1,44,40,0.006231224,-0.457204101,AD,568,2906.468807,2486.542644,3154.587293,12,5,CA,191,0,BA,1,1,1,0,500,1,INTERNET,9.310349947,linux,1,1,0,7
0,0.1,0.007577404,77,7,50,8.074437826,-1.279821427,AC,689,8313.977666,3933.084552,3117.48175,1,7,CA,115,0,BC,1,0,-1,0,200,0,INTERNET,15.48615174,other,0,1,0,7
0,0.8,0.589629568,52,32,20,0.008092365,-0.140735646,AC,970,1.291427459,2332.200504,3152.026494,1,8,CA,119,1,BE,1,1,-1,0,200,0,INTERNET,2.300490605,linux,1,1,0,7
0,0.8,0.994085756,104,13,40,0.01210463,-0.711110607,AC,1371,1962.075057,3849.577573,3149.25548,1,1,CA,114,1,BA,1,0,-1,0,200,0,INTERNET,27.41639912,linux,1,1,0,7
0,0.8,0.045379847,-1,308,30,0.009540784,27.6793459,AA,560,4171.292005,3866.444784,5130.825128,21,6,CA,113,0,BE,1,1,21,1,200,1,INTERNET,1.04068672,windows,0,1,0,7
0,0.9,0.890354959,-1,11,40,0.017198996,-1.103248076,AB,2446,4182.977641,6534.517002,3131.706686,15,5,CA,158,0,BB,0,1,11,0,1000,0,INTERNET,25.77694055,other,1,1,0,7
0,0.7,0.598875927,-1,123,20,0.033476077,-0.42019888,AC,733,3027.060091,1892.094241,3135.64966,0,6,CA,104,0,BE,0,1,-1,0,200,0,INTERNET,6.423092289,other,0,1,0,7
0,0.9,0.916904494,-1,115,40,0.013188526,-0.564789503,AB,588,4175.588776,2858.061182,3625.269202,13,4,CA,202,0,BA,0,1,26,1,500,0,INTERNET,1.855524704,other,1,1,0,7
0,0.6,0.313447136,38,12,40,0.003439065,15.63094375,AA,390,3085.966219,2218.554816,3693.788577,18,3,CA,95,0,BC,0,1,6,0,200,0,INTERNET,6.992130663,other,0,1,0,7
0,0.9,0.477832652,-1,193,20,0.002654316,53.13319013,AA,1027,4406.246639,5583.67529,3133.468175,2,5,CA,90,1,BE,1,1,28,0,200,0,INTERNET,11.12397398,other,0,1,0,7
0,0.9,0.279674257,-1,52,40,0.0178337,-0.293416242,AC,4715,6451.671059,3538.092412,3116.747714,1,10,CA,104,1,BB,0,1,-1,0,200,0,INTERNET,1.46499558,linux,1,1,0,7
0,0.9,0.664284026,-1,12,20,0.02584566,-0.745185543,AD,611,5720.105509,4034.026606,3039.102649,45,3,CA,162,1,BC,0,1,1,0,1500,0,INTERNET,10.14521817,windows,1,1,0,7
0,0.2,0.99654005,10,21,20,0.004251626,-1.176409727,AD,1029,3218.266812,3476.380579,3048.454512,8,11,CA,105,0,BC,0,1,1,0,200,0,INTERNET,8.852877679,windows,1,1,0,7
0,0.5,0.563833137,114,210,10,0.017042995,26.27198297,AA,816,2609.246278,1764.810313,3124.693597,1394,5,CB,138,0,BE,1,1,6,0,990,0,INTERNET,9.152063162,other,0,1,0,7
0,0.1,0.881468323,92,4,30,0.033596096,-0.953110557,AB,450,3515.969789,3042.243866,3141.767374,10,4,CC,235,1,BB,1,1,9,1,200,0,INTERNET,8.118190979,linux,0,1,0,7
0,0.1,0.174797346,-1,50,30,0.017936164,-0.491095793,AC,224,4280.661105,3823.057011,3015.345383,1,6,CD,104,0,BC,1,1,-1,1,200,0,INTERNET,0.871248076,windows,1,1,0,7
0,0.8,0.194543989,94,1,40,18.67800532,18.44173657,AA,456,2660.536349,3320.613672,3158.471226,1,3,CA,83,0,BC,0,1,1,1,200,0,INTERNET,2.077580258,other,1,1,0,7
0,0.9,0.278366745,-1,38,30,0.018330897,-0.733700116,AB,502,451.7897074,2052.543544,3066.390751,14,6,CA,161,1,BA,0,1,28,0,500,0,INTERNET,1.425428684,windows,1,1,0,7
0,0.9,0.895886467,-1,155,20,0.0019743,-1.135054554,AB,704,3211.979742,3181.249623,3169.072819,12,5,CA,116,0,BE,0,1,1,1,500,0,INTERNET,6.026421896,linux,1,1,0,7
0,0.4,0.387751237,-1,34,40,0.038659922,-0.585257522,AC,4680,3463.03318,2957.418881,3163.503295,14,5,CA,97,0,BC,1,1,-1,0,200,0,INTERNET,4.166051309,linux,1,1,0,7
0,0.1,0.152280986,-1,141,50,0.003114148,-0.470851405,AB,771,2737.827768,3062.639403,3072.93028,8,4,CA,-34,1,BB,1,1,28,0,200,0,INTERNET,11.31549643,linux,0,1,0,7
0,0.9,0.989448882,114,34,30,0.010502936,-0.915094381,AB,1932,5127.250493,4190.706233,3146.631991,1,9,CB,277,0,BA,0,1,-1,0,2000,0,INTERNET,4.312761101,windows,1,1,0,7
0,0.1,0.063518244,10,13,30,0.008864541,21.40018414,AA,1061,3019.525305,4031.81482,3141.033169,1,8,CA,111,1,BC,1,0,1,0,200,0,INTERNET,2.752112289,other,1,1,0,7
0,0.8,0.916638637,-1,56,40,0.013275219,-0.789560628,AC,591,4111.642248,2717.870925,3141.021643,0,5,CA,173,1,BA,1,1,-1,0,990,0,INTERNET,3.017932457,other,1,1,0,7
0,0.9,0.388995303,-1,36,40,0.03345199,-1.56732562,AB,559,1561.837667,2339.299793,3148.863809,12,6,CA,98,1,BA,0,1,1,0,200,0,INTERNET,1.500980992,linux,1,1,0,7
0,0.6,0.913917832,-1,56,20,0.02519954,-1.226092243,AB,278,4915.488789,2586.215204,3741.494192,30,5,CA,177,0,BE,1,0,28,0,1500,0,INTERNET,0.913176599,windows,1,1,0,7
0,0.8,0.079955657,-1,34,30,0.006067444,-1.490279601,AB,347,3198.027734,2833.770531,3078.339183,10,11,CA,206,1,BB,1,1,-1,0,200,0,INTERNET,0.433533128,windows,0,1,0,7
0,0.8,0.40300854,-1,108,30,0.026450162,-1.068629982,AC,709,1452.919248,4362.159959,3043.133868,1,9,CA,93,1,BA,0,1,-1,0,200,0,INTERNET,7.181688838,windows,1,1,0,7
0,0.8,0.396077184,52,2,30,0.023404523,-1.002106859,AC,2535,3417.366192,4557.313123,3129.284328,0,13,CA,159,1,BD,0,1,-1,0,500,0,INTERNET,8.862198653,linux,1,1,0,7
0,0.9,0.40850663,-1,62,30,0.024046412,-1.187193803,AC,1263,3022.278348,3472.98511,3118.054004,0,8,CA,100,0,BA,0,1,-1,0,200,0,INTERNET,1.182083024,linux,1,1,0,7
0,0.6,0.068849185,203,8,40,0.005783079,-0.572189847,AA,1222,16356.364,2478.642282,3127.050622,5,11,CE,101,0,BB,1,1,29,1,200,0,INTERNET,14.08859398,windows,1,1,0,7
0,0.4,0.705334848,-1,245,20,8.253691214,29.67062788,AA,666,8471.080655,8956.677657,5546.287435,14,8,CB,16,1,BC,0,1,20,0,200,0,INTERNET,4.536130706,other,1,1,0,7
0,0.8,0.163012811,181,5,30,0.777398976,-0.843017882,AC,472,4291.182251,2780.521019,2993.143178,7,10,CA,132,0,BC,0,1,1,1,200,0,INTERNET,2.127239429,other,1,1,0,7
0,0.8,0.519777722,-1,49,40,0.02352615,11.24764183,AA,417,5633.920349,4081.252024,4704.131948,1,3,CA,218,0,BC,1,0,20,0,200,0,INTERNET,4.323802947,other,0,1,0,7
0,0.1,0.505256861,-1,42,20,0.037118373,-0.652711332,AC,1023,1962.817017,3183.130692,3209.398278,0,10,CE,116,1,BC,1,1,-1,0,200,0,INTERNET,14.59523998,other,0,1,0,7
0,0.6,0.551428933,62,1,40,0.029221696,-1.307545881,AB,523,5275.968767,3617.151408,3176.920564,2,11,CA,115,1,BC,0,1,28,0,200,0,INTERNET,12.96097602,windows,1,1,0,7
0,0.9,0.493712403,-1,55,40,0.011606501,-0.982588765,AD,590,7042.710753,3794.17884,3041.151345,9,4,CB,170,0,BC,0,1,26,0,500,0,INTERNET,2.173808498,windows,1,1,0,7
0,0.4,0.046765474,-1,40,50,0.004847686,-0.915579772,AB,1221,4147.281512,3346.543196,3130.129895,0,9,CA,114,1,BB,1,1,1,0,200,0,INTERNET,3.763984718,other,0,1,0,7
0,0.9,0.167240638,31,5,30,0.003302258,-1.750091568,AB,1090,2555.408078,2347.841824,3111.834665,12,9,CA,115,0,BC,1,1,5,0,500,1,INTERNET,1.293340589,windows,1,1,0,7
0,0.6,0.064723537,-1,140,50,0.026274237,93.86094497,AA,2557,4213.143443,2739.867476,3580.187794,13,7,CC,144,0,BB,1,1,31,0,500,0,INTERNET,14.16718879,windows,1,1,0,7
0,0.7,0.089048651,92,9,30,0.017015862,-1.053453812,AC,913,5434.398765,6649.408303,3125.110136,1,10,CA,222,0,BC,1,1,-1,0,1500,0,INTERNET,2.875978801,linux,1,1,0,7
0,0.2,0.325824475,-1,229,40,0.033314784,-1.351062482,AC,599,1694.950316,3209.139588,3126.806922,1,4,CA,181,0,BB,0,1,-1,0,200,0,INTERNET,4.109401037,linux,1,1,0,7
0,0.7,0.528307252,-1,95,40,0.004063878,-0.83892286,AB,1276,3817.443221,2850.753326,3151.87534,9,4,CA,208,0,BE,1,1,31,0,200,0,INTERNET,1.245886442,linux,0,1,0,7
0,0.8,0.400343428,23,2,30,0.02877947,-0.697715264,AB,428,1772.945407,2588.851447,3097.515036,2,11,CA,127,1,BC,0,1,28,1,200,0,INTERNET,1.959629664,other,0,1,0,7
0,0.4,0.115189105,-1,74,20,0.019686443,-0.867468291,AD,1055,3716.899247,4240.104183,3159.361607,17,14,CA,63,0,BB,0,1,1,0,200,0,INTERNET,3.631201544,other,0,1,0,7
0,0.7,0.994104014,-1,40,30,0.016966212,106.4308612,AA,647,3706.222667,2221.54799,3141.545714,610,6,CA,112,0,BC,1,1,1,0,200,0,INTERNET,6.862556071,windows,1,1,0,7
0,0.7,0.642556099,-1,46,40,0.021013376,25.18741822,AA,853,4386.391913,2841.963299,3184.857049,2,5,CA,101,0,BC,0,1,11,0,200,0,INTERNET,3.216283942,other,1,1,0,7
0,0.9,0.104467034,-1,32,30,0.016628881,-0.74974216,AC,788,1270.333424,2679.514908,3087.667564,0,11,CA,120,0,BA,1,1,-1,0,200,0,INTERNET,3.497653998,linux,1,1,0,7
0,0.7,0.881159903,-1,30,20,0.027911714,-0.788834018,AB,560,1907.561753,3180.762956,3107.095211,11,9,CA,129,0,BC,0,1,15,0,200,0,INTERNET,2.573211685,other,1,1,0,7
0,0.8,0.358192959,105,23,30,0.020464827,-0.810489625,AC,1554,2850.744639,2096.330265,4277.027357,0,9,CA,113,0,BC,0,1,-1,0,200,0,INTERNET,8.130106981,windows,0,1,0,7
0,0.7,0.169612547,-1,46,30,0.005816958,-0.131901222,AB,420,5380.608672,3773.459257,3097.07203,15,18,CA,239,1,BB,1,1,15,0,1500,0,INTERNET,12.09758116,windows,1,1,0,7
0,0.4,0.775722449,-1,13,30,0.026190271,-1.70618804,AB,404,4092.333345,3117.402624,3052.147997,1,7,CA,126,1,BC,1,1,1,0,200,0,INTERNET,3.763878779,linux,0,1,0,7
0,0.9,0.209841439,104,5,50,0.005056589,-0.579802975,AB,733,1108.123903,2961.365107,3122.683731,195,3,CA,132,0,BB,0,1,1,0,200,0,INTERNET,1.408760039,other,1,1,0,7
0,0.5,0.508164418,-1,11,30,0.036912497,31.95392963,AA,875,4314.813605,3940.412601,3078.266786,1443,9,CA,91,1,BC,0,1,31,0,200,0,INTERNET,10.30947237,macintosh,0,1,0,7
0,0.9,0.506752474,57,1,30,0.010046579,-1.028181538,AB,808,3351.985244,3212.627935,3061.422,147,11,CA,83,1,BC,0,1,28,0,200,0,INTERNET,5.329477133,linux,1,1,0,7
0,0.1,0.869324335,-1,87,20,0.006747441,-1.104732179,AB,693,4820.658709,3571.465634,3209.278657,8,5,CB,97,1,BC,0,1,31,0,200,0,INTERNET,10.04580578,other,1,1,0,7
0,0.9,0.197139679,27,33,50,0.02169823,27.17883717,AA,503,1186.51328,3334.587704,4237.858761,6,6,CA,71,1,BC,1,1,28,0,200,0,INTERNET,3.769012248,windows,0,1,0,7
0,0.9,0.885896405,-1,105,60,7.810252297,34.31022806,AA,1189,2093.916744,4259.963855,3825.313297,1,4,CA,291,0,BA,1,1,-1,1,1000,0,INTERNET,2.989715862,other,0,0,0,7
0,0.7,0.204711738,-1,30,20,0.016408678,-1.237311299,AB,427,3605.125651,3548.089964,3097.466022,14,11,CD,102,1,BB,0,1,20,0,200,0,INTERNET,4.257142792,other,0,1,0,7
0,0.1,0.365699706,29,-1,20,0.040110839,-1.609943932,AB,191,4094.000269,3229.597113,3133.93408,11,10,CA,85,1,BB,0,1,1,0,200,0,INTERNET,11.10931102,windows,1,1,0,7
0,0.6,0.531025798,59,10,40,0.013946844,-1.439461718,AB,663,1560.612161,3367.586064,4041.16661,14,8,CA,78,1,BD,1,1,31,0,200,0,INTERNET,4.279537723,linux,1,1,0,7
0,0.9,0.875856634,-1,334,60,0.00085213,-0.74516721,AB,510,5199.594839,2454.249064,3074.127238,13,4,CB,117,0,BB,0,1,15,0,200,0,INTERNET,17.91773789,other,1,1,0,7
0,0.3,0.607109323,177,295,20,0.019822697,16.62654225,AA,271,3099.944822,3533.068557,3088.761708,37,7,CA,111,1,BE,0,1,21,0,200,0,INTERNET,8.794072446,other,1,1,0,7
0,0.1,0.763852671,-1,316,20,0.040803331,-0.944653171,AB,821,4847.682317,4963.806636,4935.621452,18,10,CA,160,0,BE,1,1,26,0,200,0,INTERNET,11.63205927,linux,1,1,0,7
0,0.3,0.064589836,41,11,40,14.36727131,22.15812932,AA,1202,7977.321593,4295.356048,5177.994374,14,9,CA,172,1,BC,1,1,22,1,500,0,INTERNET,34.551219,other,0,1,0,7
0,0.1,0.680041141,-1,103,40,0.014374549,-1.455080549,AB,637,1698.855787,2723.426469,3175.414223,5,5,CA,111,0,BE,0,1,31,0,200,0,INTERNET,2.032261661,other,1,1,0,7
0,0.9,0.161236804,-1,98,50,0.020381138,-0.698403167,AB,904,5760.702831,2946.144348,3105.272293,1,2,CC,159,0,BA,0,1,28,1,500,0,INTERNET,2.531960264,windows,0,1,0,7
0,0.1,0.787615393,-1,59,40,0.025615104,-1.326409174,AC,761,7381.923591,6130.253034,3068.036731,0,4,CD,93,0,BB,1,0,-1,0,200,0,INTERNET,6.127385183,other,1,1,0,7
0,0.9,0.299759476,-1,190,40,0.01075735,-0.967133036,AC,1095,3591.81766,4317.315978,3084.061777,0,2,CA,107,1,BA,1,1,-1,0,200,0,INTERNET,4.952093855,other,1,1,0,7
0,0.9,0.556776715,56,7,30,0.005190285,-0.556591098,AB,1249,2618.053993,2482.560046,4303.131328,2,5,CA,207,0,BC,0,1,1,0,200,0,INTERNET,2.910911453,linux,1,1,0,7
0,0.8,0.542711228,-1,76,30,0.022935018,-0.528154445,AC,861,3935.755928,3115.172546,3194.929453,0,9,CA,155,0,BA,1,1,1,0,200,0,INTERNET,5.692142224,other,1,1,0,7
0,0.4,0.314433474,-1,9,30,0.033539764,-1.070151362,AC,924,4585.833659,3097.880777,3129.843566,0,11,CB,84,0,BB,0,1,-1,0,500,0,INTERNET,6.382281645,other,1,1,0,7
0,0.4,0.435608387,-1,190,20,0.021662259,25.71336087,AD,890,2770.772798,2476.923416,3088.687017,8,9,CA,146,0,BE,1,0,28,0,200,0,INTERNET,1.557394406,other,0,1,0,7
0,0.9,0.523615369,-1,179,40,0.012028488,-1.28712235,AB,836,3681.551391,3598.890358,3193.974867,36,8,CA,141,0,BE,1,1,1,0,500,0,INTERNET,0.368271311,other,1,1,0,7
0,0.9,0.885967345,100,8,30,0.027055805,-1.292295218,AB,451,891.0151561,2847.650283,3094.593126,16,8,CA,218,0,BA,1,1,10,0,1000,0,INTERNET,0.786027502,linux,1,1,0,7
0,0.4,0.677599866,-1,228,50,0.001690668,12.95855462,AA,1235,4783.103543,4509.450972,3085.762792,1515,7,CB,199,0,BC,1,1,1,1,1000,0,INTERNET,1.497494144,linux,1,1,0,7
0,0.8,0.806418691,-1,190,40,0.032002477,4.633831982,AA,642,4274.55684,2580.27603,3097.667682,13,2,CA,92,0,BE,1,1,31,0,200,0,INTERNET,1.109461424,other,1,1,0,7
0,0.9,0.646138436,-1,211,50,0.032426802,-1.248034616,AB,596,1858.405459,3141.849677,3144.88805,161,1,CA,184,1,BC,1,1,25,0,200,0,INTERNET,16.86094282,windows,1,1,0,7
0,0.7,0.187759662,291,14,30,0.002256721,-0.972901938,AB,2603,4863.690584,2834.469481,4299.317304,1426,15,CA,60,1,BC,1,0,15,0,200,0,INTERNET,1.850273576,linux,1,1,0,7
0,0.8,0.36618893,-1,185,20,0.020742088,-0.92991197,AB,522,5300.501394,3210.164989,3080.915771,16,15,CB,182,0,BB,1,0,31,0,1500,0,INTERNET,2.281866346,windows,1,1,0,7
0,0.9,0.114440744,-1,52,30,0.016613398,12.6276238,AA,933,3465.113437,2658.048007,3133.740054,2,4,CD,100,0,BB,0,1,28,1,200,0,INTERNET,6.308652207,other,1,1,0,7
0,0.8,0.566384363,-1,183,20,0.002513285,-1.077771074,AC,1268,1338.637911,3562.013329,3055.705178,1,9,CA,225,0,BE,1,1,-1,0,1000,0,INTERNET,0.436225601,other,1,1,0,7
0,0.6,0.658555388,-1,11,40,0.013756294,-1.027028228,AB,903,6229.436874,3627.234917,3155.407881,18,18,CA,252,1,BA,0,1,2,0,2000,1,INTERNET,5.801010064,windows,0,1,0,7
0,0.1,0.874934927,-1,39,30,0.023203965,-1.478582129,AC,612,4122.756528,3248.024622,3173.447337,1,10,CA,144,1,BB,1,1,-1,0,200,0,INTERNET,3.632272574,other,1,1,0,7
0,0.9,0.653614552,28,7,20,0.025774074,-0.842536857,AB,1117,4384.547132,6672.62186,3547.299552,1484,11,CA,110,1,BC,1,1,29,0,200,0,INTERNET,3.385378212,other,1,1,0,7
0,0.6,0.997187776,64,-1,40,0.373310169,-1.233369611,AB,894,2383.847311,3044.676197,3057.292862,15,7,CA,100,1,BB,0,1,28,0,200,0,INTERNET,2.589503838,linux,1,1,0,7
0,0.7,0.644854842,-1,35,30,29.39865259,32.19979738,AA,1933,4766.668301,4505.46174,4123.954832,6,12,CA,75,1,BC,0,1,10,0,200,0,INTERNET,1.556147598,linux,1,1,0,7
0,0.5,0.278802899,-1,51,20,0.011056894,-1.492848194,AB,1530,4084.86922,3095.916184,3008.991149,19,3,CE,110,0,BC,1,1,5,0,200,0,INTERNET,2.606726916,other,0,1,0,7
0,0.6,0.174503482,-1,116,40,0.006958502,-0.687354512,AC,1181,5767.669116,3586.810974,3116.414067,0,4,CA,62,1,BA,1,0,-1,0,200,0,INTERNET,3.139638031,other,0,1,0,7
0,0.8,0.853326632,-1,72,20,0.024831848,15.70055632,AB,1315,2234.269732,1942.957156,3144.193669,14,3,CA,115,0,BE,0,1,15,0,200,0,INTERNET,6.580672601,other,0,1,0,7
0,0.9,0.418820225,87,70,30,0.023273385,-1.212508299,AB,762,2771.752983,2880.580427,3118.528866,17,2,CA,198,1,BA,1,1,26,0,200,0,INTERNET,1.775628774,linux,1,1,0,7
0,0.9,0.162181157,-1,23,50,0.025202921,-1.315497929,AB,843,3694.345403,3964.391605,5039.779767,10,1,CC,112,1,BB,0,1,31,0,200,0,INTERNET,5.574071105,linux,1,1,0,7
0,0.8,0.857803272,63,9,40,11.10728598,11.37125492,AB,640,3221.80343,3653.712597,3113.496622,16,4,CA,58,1,BB,0,1,10,0,200,0,INTERNET,13.42695356,linux,1,1,0,7
0,0.9,0.506584306,123,9,30,18.98052285,-0.815739726,AC,1636,3812.507345,3470.488903,3133.270932,0,4,CF,172,1,BC,0,1,-1,0,200,0,INTERNET,6.627816745,other,0,0,0,7
0,0.3,0.541426334,-1,24,30,0.014246389,-1.073653448,AB,1065,5271.470556,2348.994679,3098.942887,18,2,CA,114,1,BC,1,1,28,0,200,1,INTERNET,5.94776422,windows,1,1,0,7
0,0.1,0.429794267,-1,10,20,0.029541344,25.56237877,AA,903,3070.857998,2123.325089,3117.084063,1,11,CA,88,0,BC,0,1,28,1,200,0,INTERNET,0.039414284,windows,1,1,0,7
0,0.7,0.840860777,-1,156,30,0.012836331,104.0910414,AD,684,315.0352302,2177.474359,3057.860821,1857,8,CA,203,1,BA,1,1,6,0,1000,0,INTERNET,3.409857745,other,0,1,0,7
0,0.3,0.825574582,-1,25,40,6.481343367,-0.912539246,AC,5153,5146.596825,3231.989393,3121.53708,0,1,CA,25,0,BB,0,1,-1,0,200,0,INTERNET,2.184647634,linux,1,1,0,7
0,0.9,0.020195687,-1,64,40,0.03133964,-0.32755846,AB,751,3414.221373,3624.614363,3098.03004,4,2,CA,251,0,BB,0,1,30,0,500,0,INTERNET,2.421194371,linux,1,1,0,7
0,0.1,0.593223079,-1,19,10,0.027477876,-1.131872488,AD,1330,1255.410228,2380.426161,3192.893767,1477,10,CA,89,0,BE,1,1,26,0,200,0,INTERNET,8.38670221,macintosh,0,1,0,7
0,0.1,0.375980676,60,-1,40,0.000332402,-1.35802778,AD,644,4035.758267,2733.479046,3148.596936,15,14,CA,7,1,BB,0,1,22,0,200,0,INTERNET,4.470618171,linux,1,1,0,7
0,0.6,0.168052205,-1,31,40,0.016756814,-1.554655989,AC,1286,3770.73319,2960.371217,3015.829127,0,5,CA,154,0,BE,1,1,-1,0,2000,0,INTERNET,1.65181991,linux,0,1,0,7
0,0.7,0.912744388,-1,72,20,0.003665036,-0.787944426,AB,292,3844.68762,2419.922684,3146.519285,1,11,CA,102,1,BE,1,1,15,0,200,0,INTERNET,4.531528164,linux,0,1,0,7
0,0.9,0.194984744,-1,275,40,0.021555379,-0.574763103,AB,1881,2083.909187,3564.573832,3142.076661,15,7,CB,74,0,BE,1,1,28,0,200,0,INTERNET,8.262425889,linux,0,1,0,7
0,0.2,0.336655313,31,6,30,0.020761438,-1.089737802,AB,731,4841.456684,2980.591322,3092.17983,14,6,CA,114,1,BC,0,1,11,1,200,0,INTERNET,32.72730249,linux,1,1,0,7
0,0.8,0.546608917,325,8,40,0.026563163,-0.562103199,AB,574,6606.173258,3802.39698,4715.445732,9,6,CA,190,0,BC,1,1,5,0,1500,0,INTERNET,52.68551245,other,1,1,0,7
0,0.2,0.846954161,-1,285,40,0.017697449,-1.021734669,AB,1619,4479.155074,2593.300346,3095.772761,11,4,CF,152,1,BB,0,1,5,0,200,0,INTERNET,13.56062538,linux,1,1,0,7
0,0.9,0.548495279,-1,240,20,0.019684529,-1.041545157,AD,774,4109.166896,2568.057346,3097.878654,15,10,CA,120,0,BE,1,1,5,0,200,0,INTERNET,0.347460404,other,1,1,0,7
0,0.9,0.893253844,25,17,30,0.022767705,-0.895438295,AC,527,5994.505401,2884.669844,3147.116846,1,3,CA,233,0,BA,1,1,-1,0,500,0,INTERNET,4.177102594,windows,1,1,0,7
0,0.9,0.39837249,59,8,30,0.009089135,-0.396317141,AB,729,1395.773715,2991.501732,3114.342281,17,11,CA,204,1,BC,0,0,26,0,500,0,INTERNET,1.051195365,macintosh,1,1,0,7
0,0.9,0.992295309,195,23,30,0.015735272,-0.623947728,AD,1726,12111.74213,4491.277781,3105.467425,5,3,CA,203,1,BC,0,1,1,0,500,0,INTERNET,2.320460396,other,1,1,0,7
0,0.1,0.634769166,-1,86,40,0.010404199,-0.16313494,AB,753,3533.14724,3445.936553,4364.495793,204,6,CA,97,0,BA,1,1,1,0,200,0,INTERNET,0.776770926,other,0,1,0,7
0,0.2,0.087780211,-1,86,30,0.028676336,-0.998383709,AB,426,6011.949006,3931.083331,3158.713165,7,9,CA,106,1,BA,0,1,1,0,200,0,INTERNET,11.33777168,other,0,1,0,7
0,0.7,0.070301823,-1,44,30,0.009808991,-0.807431971,AC,1361,680.1816904,2939.476053,3087.496468,0,11,CA,260,0,BB,1,1,-1,0,200,0,INTERNET,1.655092445,other,1,1,0,7
0,0.9,0.257525617,-1,84,40,0.030337494,47.9483851,AA,1378,3288.776116,2755.425895,3050.850185,278,1,CA,203,0,BA,0,1,11,1,990,0,INTERNET,3.514215433,other,1,1,0,7
0,0.4,0.754066677,-1,281,40,0.012044679,-0.313326372,AC,446,4972.215608,7040.216548,3164.409583,0,2,CA,234,0,BB,1,1,-1,0,1500,0,INTERNET,11.08326657,windows,1,1,0,7
0,0.1,0.814975493,51,5,40,0.032543012,-1.547755261,AC,410,4065.020285,2261.999939,3219.887204,1,10,CE,101,0,BB,1,1,-1,0,200,0,INTERNET,0.281236376,linux,1,1,0,7
0,0.4,0.650664987,32,4,40,0.011937627,50.33874612,AA,1533,2935.165732,3221.583641,3121.171969,5,4,CA,154,1,BC,1,1,1,0,500,0,INTERNET,6.394538295,linux,1,1,0,7
0,0.8,0.314879261,49,4,20,0.001427908,-1.040155701,AD,386,2505.189295,1930.506195,3192.828779,7,10,CA,63,1,BB,0,1,11,0,200,1,INTERNET,13.87519057,linux,1,1,0,7
0,0.8,0.322425431,-1,195,50,0.012076834,-1.358807238,AC,732,746.5450699,2218.555629,3063.218053,1,3,CA,300,0,BA,0,1,-1,0,1000,0,INTERNET,2.07363417,windows,1,1,0,7
0,0.9,0.359050132,-1,190,40,0.013197301,-0.647158709,AB,1012,3871.339218,2460.28531,3153.260693,7,10,CA,217,0,BE,1,1,26,0,1000,0,INTERNET,5.011926809,windows,0,1,0,7
0,0.6,0.438767059,20,17,30,0.022536743,-0.85182345,AB,854,2814.412828,3188.703283,3102.861777,3,8,CB,136,0,BC,1,1,28,0,200,0,INTERNET,5.274189198,macintosh,1,1,0,7
0,0.2,0.903598328,-1,113,30,0.002686486,-0.702968928,AC,1896,1919.520525,2975.004945,3023.11558,0,6,CA,123,0,BA,1,1,-1,0,200,0,INTERNET,6.027523803,linux,1,1,0,7
0,0.4,0.052830426,54,0,20,0.000728307,-0.823641301,AB,1311,2537.934091,3190.073776,3052.919895,33,10,CA,82,0,BC,1,1,28,0,200,0,TELEAPP,9.720307864,linux,0,2,0,7
0,0.7,0.494232081,-1,122,30,0.010490952,-0.745044659,AB,891,708.4258786,2666.294923,3046.328533,1,5,CB,100,0,BB,1,1,20,0,200,0,INTERNET,37.05267383,other,0,1,0,7
0,0.1,0.049486946,-1,85,30,0.009982436,-0.835885746,AB,773,1499.751514,3498.07649,3130.447444,15,7,CA,152,1,BA,1,1,1,1,200,0,INTERNET,2.816072918,linux,0,1,0,7
0,0.4,0.387540234,-1,102,50,0.017501295,-0.852575195,AC,928,1239.131066,3515.279044,3055.062377,0,7,CA,181,1,BB,1,0,-1,0,1500,0,INTERNET,24.55258048,windows,0,1,0,7
0,0.1,0.661946901,-1,86,20,0.039231464,26.6771091,AA,1222,5247.097031,2824.716999,3062.095025,10,5,CE,26,1,BE,0,1,25,0,200,0,INTERNET,2.824001467,windows,1,1,0,7
0,0.6,0.874875435,-1,98,50,0.037565404,-1.021230997,AB,1033,1347.406008,3403.221484,3091.360681,16,5,CB,156,1,BB,1,1,1,0,200,0,INTERNET,15.35038575,windows,1,1,0,7
0,0.4,0.504597207,11,0,50,0.030066898,-0.914028034,AB,107,1943.797617,4753.377577,3076.521629,16,8,CA,144,0,BC,0,1,21,0,200,0,INTERNET,5.620314382,other,0,1,0,7
0,0.4,0.412214164,124,32,50,0.01549519,-1.343943412,AB,6099,4825.308572,3496.978176,3055.686056,720,4,CF,156,0,BB,1,0,28,0,510,0,INTERNET,9.714877628,linux,1,1,0,7
0,0.8,0.509890994,-1,163,40,0.018267125,52.25394889,AA,640,2874.745522,2756.978204,3054.404783,42,5,CA,237,1,BA,1,1,10,1,1000,0,INTERNET,1.656247947,other,1,1,0,7
